quiz_id,quiz_name,question_id,question_name,question_text
2306676,Reading Level 2 - Daily Life - Practice 3,47335673,Question 6,"<h2>Think about it...</h2>
<ol>
<li>When was the last time you went shopping during a sale? </li>
<li>Do you like to go shopping with family and friends, or alone? </li>
</ol>"
2306678,Reading Level 2 - Daily Life - Practice 4,47335988,Question 6,"<h2>Think about it...</h2>
<p>What do you do to get free food or deals in your country? </p>"
2306681,Reading Level 2 - Daily Life - Practice 6,47335565,Question 6,"<h2>Think about it...</h2>
<ol>
<li>Would you consider starting a garden? </li>
<li>Do you think gardening would bring peace to your life? </li>
</ol>"
2306683,Reading Level 2 - Daily Life - Practice 7,47335624,Question 6,"<h2>Think about it...</h2>
<ol>
<li>Is there a food bank in your area? How can you give food where you live? What food or other products might you give to help people in need? </li>
<li>What other things can you do to help people in need? </li>
</ol>"
2306685,Reading Level 2 - Daily Life - Practice 8,47337560,Question 6,"<h2>Think about it...</h2>
<p>Would you be able to find your way to the café with the directions that Julie gave Jake? </p>"
2306687,Reading Level 2 - Daily Life - Practice 9,47335635,Question 06,"<h2>Think about it...</h2>
<ol>
<li>Would you be interested in moving into the Mirror House? Why or why not? </li>
<li>What kind of house or apartment would you most likely <strong>want to live in</strong>? </li>
</ol>"
2306890,Reading Level 2 - Social Communications - Practice 1,47336328,Question 6,"<h2>Think about it...</h2>
<p>What is your opinion about social media?</p>
<p>Do you agree or disagree with Sam? Why? </p>"
2306899,Reading Level 2 - Social Communications - Practice 10,47336397,Question 6,"<h2>Think about it...</h2>
<p>1. What might be some reasons that “Mr. Perfect” left Lisa alone at the restaurant? What would you do in her situation? </p>"
2306891,Reading Level 2 - Social Communications - Practice 2,47336400,Question 6,"<h2>Think about it...</h2>
<p>Review the emails from Jill and Shelley. Do you think that Jill and Shelley are close friends? What did they write that gives you this opinion?</p>
<table border=""1"">
<tbody>
<tr>
<td>
<p>To </p>
</td>
<td>
<p><a href=""mailto:jillgram@email.com"" target=""_blank"" data-cke-saved-href=""mailto:jillgram@email.com"">jillgram@email.com</a> </p>
</td>
</tr>
<tr>
<td>
<p>Subject </p>
</td>
<td>
<p>Going out tonight </p>
</td>
</tr>
<tr>
<td colspan=""2"">
<p>Hi Jill, </p>
<p> </p>
<p>Do you want to come with me and my roommates to dinner and a concert tonight? We are going to Luigi’s Pizza for dinner. After that, we will go over to the Jackson Auditorium. The Fairhope Symphony is playing tonight. They have amazing reviews. Also, one of my roommates’ sisters plays the violin in the symphony. She gave us free tickets! Hope you can make it! </p>
<p> </p>
<p>Shelley </p>
</td>
</tr>
</tbody>
</table>
<p> </p>
<table border=""1"">
<tbody>
<tr>
<td>
<p>To </p>
</td>
<td>
<p><a href=""mailto:shelleychan@email.com"" target=""_blank"" data-cke-saved-href=""mailto:shelleychan@email.com"">shelleychan@email.com</a> </p>
</td>
</tr>
<tr>
<td>
<p>Subject </p>
</td>
<td>
<p>Going out tonight </p>
</td>
</tr>
<tr>
<td colspan=""2"">
<p>Hi Shelley, </p>
<p> </p>
<p>Thanks for inviting me! I love classical music. But I have to work today until 4:00pm. What time are you meeting for dinner? Unfortunately, my car broke down yesterday. It is at the shop now. I can walk to Luigi’s Pizza. But where is the auditorium? If it’s far away, do you think I can get a ride with you? </p>
<p> </p>
<p>Jill</p>
</td>
</tr>
</tbody>
</table>
<p> </p>
<table border=""1"">
<tbody>
<tr>
<td>
<p>To </p>
</td>
<td>
<p><a href=""mailto:jillgram@email.com"" target=""_blank"" data-cke-saved-href=""mailto:jillgram@email.com"">jillgram@email.com</a> </p>
</td>
</tr>
<tr>
<td>
<p>Subject </p>
</td>
<td>
<p>Going out tonight </p>
</td>
</tr>
<tr>
<td colspan=""2"">
<p>Hi Jill, </p>
<p> </p>
<p>We are meeting at Luigi’s Pizza at 5:00pm. Sorry I forgot to tell you! Then we will go to the concert at 7:00pm. The auditorium is all the way downtown. So, you can ride with me. Will that work? </p>
<p> </p>
<p>Shelley</p>
</td>
</tr>
</tbody>
</table>
<p> </p>
<table border=""1"">
<tbody>
<tr>
<td>
<p>To </p>
</td>
<td>
<p><a href=""mailto:shelleychan@email.com"" target=""_blank"" data-cke-saved-href=""mailto:shelleychan@email.com"">shelleychan@email.com</a> </p>
</td>
</tr>
<tr>
<td>
<p>Subject </p>
</td>
<td>
<p>Going out tonight </p>
</td>
</tr>
<tr>
<td colspan=""2"">
<p>Hi Shelley, </p>
<p> </p>
<p>Yes, that sounds great. I am so excited to come tonight! Thank you again for inviting me. I will meet you at Luigi’s Pizza at 5:00pm! </p>
<p> </p>
<p>Jill</p>
</td>
</tr>
</tbody>
</table>"
2306892,Reading Level 2 - Social Communications - Practice 3,47336343,Question 5,"<h2>Think about it...</h2>
<p>Have you ever seen cyberbullying online? How do you feel about cyberbullying? What can you do to stop it? </p>"
2306893,Reading Level 2 - Social Communications - Practice 4,47336358,Question 6,"<h2>Think about it...</h2>
<ol>
<li>If you were in Keisuke’s place, how would you respond to Dr. Bush’s request? </li>
<li>Have you ever helped a student in your class who was having difficulties learning? </li>
<li>Do you feel like you can rely on your teachers when you ask for help? </li>
</ol>"
2306894,Reading Level 2 - Social Communications - Practice 5,47336361,Question 6,"<h2>Think about it...</h2>
<ol>
<li>If you owned a pet, what kind of a relationship do you think you would have with it?  </li>
<li>What kind of a pet would you want to take care of? </li>
</ol>"
2306895,Reading Level 2 - Social Communications - Practice 6,47336368,Question 6,"<h2>Think about it...</h2>
<ol>
<li>Do you agree with the advice in the pamphlet that it is important to give compliments? Why or why not? </li>
<li>What are some examples of sincere compliments? </li>
</ol>"
2306896,Reading Level 2 - Social Communications - Practice 7,47336381,Question 6,"<h2>Think about it...</h2>
<ol>
<li>Would you pay a lot of money for you and your friend to go to a concert? What concert would you go to? </li>
<li>Do you make an effort to give meaningful gifts to your family members? What was the last gift you gave to a family member? </li>
</ol>"
2306897,Reading Level 2 - Social Communications - Practice 8,47336379,Question 6,"<h2>Think about it...</h2>
<p>1. What might you do to help a friend whose child is sick? </p>"
2306898,Reading Level 2 - Social Communications - Practice 9,47336388,Question 6,"<h2>Think about it...</h2>
<ol>
<li>What famous cities would you like to visit? Why? </li>
<li>Do you think it’s best to travel with cash or use an ATM as needed? Why? </li>
</ol>"
2306726,Speaking Level 1 - Daily Life - Practice 1,47335846,Question 5,"<h2>Think about it...</h2>
<p>Do you go to the doctor often? </p>"
2306730,Speaking Level 1 - Daily Life - Practice 2,47335788,Question 06,"<h2>Think about it...</h2>
<p>1. Do like to meet new people? </p>"
2306742,Speaking Level 1 - Daily Life - Practice 3,47335792,Question 4,"<h2>Think about it...</h2>
<p>1. Do like to meet new people? </p>"
2306743,Speaking Level 1 - Daily Life - Practice 4,47335814,Question 03,"<h2>Think about it...</h2>
<p>1. Can you describe your house to your friend? </p>
<p>2. Can you describe your favorite food to your family? </p>"
2306745,Speaking Level 1 - Daily Life - Practice 5,47335797,Question 3,"<h2>Think about it...</h2>
<p>1. Can you describe your house to your friend in English? </p>
<p>2. Can you describe your favorite food to your family in English? </p>"
2306746,Speaking Level 1 - Daily Life - Practice 6,47335817,Question 02,"<h2>Think about it...</h2>
<p>1. Ask someone to help you with some new vocabulary. </p>
<p>2. Ask a friend to help you with English. </p>"
2306748,Speaking Level 1 - Daily Life - Practice 7,47335822,Question 5,"<h2>Think about it...</h2>
<p>1. Give a friend directions to your house from the church. </p>
<p>2. Give your friend directions to the local high school from your house. </p>"
2306950,Speaking Level 1 - Social Communication - Practice 1,47336685,Question 6,"<h2>Think about it...</h2>
<ol>
<li>What do you like to do on the weekends?</li>
</ol>"
2306951,Speaking Level 1 - Social Communication - Practice 2,47336691,Question 6,"<h2>Think about it...</h2>
<ol>
<li>Would you do the fitness competition?</li>
<li>What kind of exercise do you like?</li>
</ol>"
2306952,Speaking Level 1 - Social Communication - Practice 3,47336697,Question 6,"<h2>Think about it...</h2>
<ol>
<li>Are church dances popular in your ward or branch?</li>
</ol>"
2306953,Speaking Level 1 - Social Communication - Practice 4,47337204,Question 6,"<h2>Think about it...</h2>
<ol>
<li>Do you know anyone who goes on double dates?</li>
<li>Do you like double dates or just single dates?</li>
</ol>"
2306756,Speaking Level 2 - Daily Life - Practice 1,47335902,Question 6,"<h2>Think about it...</h2>
<p>1. Do you like to tell people about yourself?</p>
<p>  </p>"
2306757,Speaking Level 2 - Daily Life - Practice 2,47335919,Question 6,"<h2>Think about it...</h2>
<p>1. Do you sleep well and take care of yourself?  </p>
<p>2. How can you avoid getting sick? </p>"
2306759,Speaking Level 2 - Daily Life - Practice 3,47337146,Question 5,"<h2>Think about it...</h2>
<ol>
<li>Do you like hanging out with friends? </li>
<li>What is your favorite thing to do with your friends? </li>
</ol>"
2306760,Speaking Level 2 - Daily Life - Practice 4,47335991,Question 3,"<h2>Think about it...</h2>
<p>1. When do you have the most energy during the day? </p>"
2306961,Speaking Level 2 - Social Communication - Practice 1,47336958,Question 7,"<h2>Think about it...</h2>
<ol>
<li>What kind of dance do you like best?</li>
</ol>"
2306962,Speaking Level 2 - Social Communication - Practice 2,47336481,Question 7,"<h2>Think about it...</h2>
<p>1. What do you like to cook?</p>"
2306963,Speaking Level 2 - Social Communication - Practice 3,47336474,Question 8,"<h2>Think about it...</h2>
<p>1. Where do you like to travel to? Who do you like to visit?</p>"
